id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,locality,location,price,
9265,Seaway Manor Bed and Breakfast,5.0,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Multilingual Staff', 'Free parking', 'Breakfast included']",465 Stone St S Gananoque Ontario,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9266,The Woodview Inn,4.5,Excellent,"['Breakfast included', 'Bar/Lounge', 'Restaurant', 'Air conditioning', 'Non-smoking hotel', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Free parking', 'Public Wifi', 'Accessible rooms']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9267,Sleepy Hollow Bed & Breakfast,4.5,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Public Wifi', 'Free parking', 'Breakfast included']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9268,Turtle Island Bed and Breakfast,5.0,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Public Wifi', 'Free parking', 'Breakfast included']",415 Stone St S Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3268679, -76.1589592)",300.0,
9269,Riverwalk Bed and Breakfast,0.0,Bad,[''],146 John St Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3267694733333, -76.1573319644444)",300.0,
9270,The Gananoque Inn and Spa,4.0,Very good,"['Banquet Room', 'Bar/Lounge', 'Restaurant', 'Air conditioning', 'Non-smoking hotel', 'Family Rooms', 'Meeting rooms', 'Free High Speed Internet (WiFi)', 'Free parking', 'Non-smoking rooms', 'Room service', 'Spa', 'Suites', 'Multilingual Staff', 'Conference Facilities', 'Breakfast included']",550 Stone St S Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3257248, -76.1579376)",130.0,
9271,Trinity House Inn,4.0,Very good,"['Banquet Room', 'Bar/Lounge', 'Non-smoking hotel', 'Air conditioning', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Golf Course', 'Free parking', 'Public Wifi']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9272,Colonial Resort & Spa,3.5,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Breakfast included', 'Accessible rooms', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Spa', 'Breakfast Available', 'Free parking', 'Sauna', 'Outdoor pool', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool', 'Public Wifi']",780 King St W Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3258793264989, -76.1771235994701)",300.0,
9273,Quality Inn & Suites 1000 Islands,3.5,Very good,"['Non-smoking hotel', 'Smoking rooms available', 'Microwave', 'Breakfast included', 'Restaurant', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Suites', 'Multilingual Staff', 'Breakfast Available', 'Free parking', 'Laundry Service', 'Outdoor pool', 'Non-smoking rooms', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Pool', 'Public Wifi']",650 King St E Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3369303319149, -76.1513494617021)",89.0,
9274,Travelodge Gananoque,3.5,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Wheelchair Access', 'Refrigerator in room', 'Outdoor pool', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Pool', 'Microwave', 'Free parking', 'Breakfast included']",785 King St E Gananoque Ontario,Canada,Kimberley British Columbia,"(44.33817895, -76.146321137178)",300.0,
9275,Ramada by Wyndham Gananoque Provincial Inn,3.5,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Restaurant', 'Non-smoking hotel', 'Self-Serve Laundry', 'Laundry Service', 'Air conditioning', 'Wheelchair Access', 'Refrigerator in room', 'Outdoor pool', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Pool', 'Free parking', 'Public Wifi']",846 King St E Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3386114980324, -76.1458091662527)",300.0,
9276,1000 Islands Bed and Breakfast - The Bulloch House,5.0,Excellent,"['Breakfast included', 'Business Centre with Internet Access', 'Free High Speed Internet (WiFi)', 'Free parking', 'Non-smoking rooms', 'Suites', 'Casino and Gambling', 'Public Wifi']",199 Pine St Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3299795, -76.1598789)",300.0,
9277,Absolute 1000 Islands Suites,5.0,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Microwave', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Golf Course', 'Free parking', 'Kitchenette']",22 Church St Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3256453749044, -76.1665949398192)",300.0,
9278,Imperial Inn,0.0,Bad,[''],555 King St E Gananoque Ontario,Canada,Kimberley British Columbia,"(44.33518935, -76.1535051)",300.0,
9279,Waterside Inn,3.0,Average,[''],59 Church St ,Canada,Kimberley British Columbia,"(43.9119019333333, -78.6829494333333)",300.0,
9280,1000 Island Condo Getaway,3.0,Average,"['Bar/Lounge', 'Restaurant', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Suites', 'Free parking', 'Kitchenette']",60 Market St Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3253702831413, -76.164401848267)",300.0,
9281,Gateway Motel,3.0,Average,"['Non-smoking hotel', 'Air conditioning', 'Laundry Service', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Room service', 'Pool', 'Free parking', 'Public Wifi']",819 King St W Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3255920648607, -76.1777395363135)",300.0,
9282,Howe Island B&B,5.0,Excellent,"['Breakfast included', 'Non-smoking hotel', 'Air conditioning', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking', 'Public Wifi']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9283,Beaver Hall B&B,5.0,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Public Wifi', 'Free parking', 'Breakfast included']",75 King St W Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3260604636364, -76.1658481863636)",300.0,
9284,Horseblock Point Cottages,5.0,Excellent,['Refrigerator in room'], ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9285,Spencer's Riverfront Cottages,4.0,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Free parking', 'Kitchenette']",4607 Hwy 2 Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3213325508535, -76.2255944172057)",300.0,
9286,Willowbank Motor Court,5.0,Excellent,[''],4682 Highway 2 ,Canada,Kimberley British Columbia,"(45.3909807107206, -63.8278200204208)",300.0,
9287,Misty Isles Lodge,4.0,Very good,"['Children Activities (Kid / Family Friendly)', 'Kitchenette']",25 River Road Gananoque Ontario,Canada,Kimberley British Columbia,"(50.000678, -86.000977)",300.0,
9288,The Pines Cottages,2.0,Poor,[''],337 Howe Island Ferry Rd ,Canada,Kimberley British Columbia,"(44.3085956192308, -76.1949211730769)",300.0,
9289,Gite Pantoufles et Pamplemousse,5.0,Excellent,"['Breakfast included', 'Non-smoking hotel', 'Air conditioning', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking', 'Public Wifi']",140 Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(45.953298, -74.136086)",300.0,
9290,Hotel Mont Gabriel,3.5,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Concierge', 'Accessible rooms', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Spa', 'Suites', 'Multilingual Staff', 'Breakfast Available', 'Free parking', 'Laundry Service', 'Outdoor pool', 'Tennis Court', 'Ski-In / Ski-Out', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool', 'Golf Course', 'Public Wifi']",1699 chemin du Mont Gabriel Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(45.921618, -74.161126)",300.0,
9291,Excelsior Hotel Spa Sainte-Adele,3.0,Average,"['Restaurant', 'Non-smoking hotel', 'Air conditioning', 'Heated pool', 'Pool', 'Refrigerator in room', 'Outdoor pool', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Spa', 'Indoor pool', 'Free parking']",3655 Boulevard de Sainte-Adele Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(45.974048, -74.1719865)",300.0,
9292,Hotel Spa Chateau Sainte-Adele,3.5,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Microwave', 'Breakfast included', 'Concierge', 'Accessible rooms', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Spa', 'Suites', 'Multilingual Staff', 'Free parking', 'Sauna', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool', 'Public Wifi']",3080 Boulevard Sainte-Adele (Route 117) Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(52.4760892, -71.8258668)",85.0,
9293,Motel Chantolac,3.5,Very good,"['Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Outdoor pool', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Room service', 'Hot Tub', 'Multilingual Staff', 'Pool', 'Microwave']",156 Rue Morin Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(45.949083, -74.139329)",65.0,
9294,Auberge Champetre,3.0,Average,"['Non-smoking hotel', 'Restaurant', 'Air conditioning', 'Heated pool', 'Refrigerator in room', 'Outdoor pool', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Pool', 'Free parking']",1435 Boulevard Ste-Adele Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(52.4760892, -71.8258668)",300.0,
9295,Auberge Bonne Nuit-Bonjour B&B,4.5,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Free High Speed Internet (WiFi)', 'Pool', 'Free parking', 'Public Wifi']",1980 blvd Sainte-Adele Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(52.4760892, -71.8258668)",125.0,
9296,Auberge & Spa Nordique Beaux Reves,4.5,Excellent,"['Restaurant', 'Non-smoking hotel', 'Air conditioning', 'Sauna', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Spa', 'Hot Tub', 'Multilingual Staff', 'Suites', 'Breakfast Available', 'Free parking', 'Breakfast included']",2310 Boulevard Ste-Adele Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(52.4760892, -71.8258668)",300.0,
9297,Hotel Le Petit Lac Sainte-Adele,4.0,Very good,[''],2010 Pierre Peladeau ,Canada,Kimberley British Columbia,"(45.9977130247554, -74.1121144590498)",300.0,
9298,Motel Panoramik,3.5,Very good,"['Air conditioning', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Suites', 'Pool', 'Free parking', 'Breakfast included', 'Kitchenette']",280 Rue Seraphin Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(45.971402, -74.169173)",54.0,
9299,Gite Couette et Girouette,4.5,Excellent,"['Breakfast included', 'Non-smoking hotel', 'Air conditioning', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Hot Tub', 'Multilingual Staff', 'Golf Course', 'Free parking', 'Public Wifi']",941 Ouimet St Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(52.4760892, -71.8258668)",300.0,
9300,Le Clair Matin,4.5,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Spa', 'Golf Course', 'Free parking']",3011 rue Beaudry Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(45.9407345, -74.1243551)",300.0,
9301,Auberge Alpine,3.0,Average,[''],1440 Pierre-Peladeau ,Canada,Kimberley British Columbia,"(45.985181, -74.119767)",300.0,
9302,Manoir Alpine,2.5,Average,"['Bar/Lounge', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Suites', 'Pool', 'Free parking', 'Breakfast included']",1455 Chemin Pierre Peladeau Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(45.983361, -74.120658)",300.0,
9303,Villa Panoramique et Jardin,0.0,Bad,[''],650 Boulevard de Sainte-Adele ,Canada,Kimberley British Columbia,"(45.948455, -74.129039)",300.0,
9304,Auberge Le Papillon Sauvage,5.0,Excellent,['Free High Speed Internet (WiFi)'],100 boul. de Ste-Adele Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(52.4760892, -71.8258668)",300.0,
9305,La Belle Idee B&B,3.0,Average,[''],894 rue de l'Arbre Sec ,Canada,Kimberley British Columbia,"(45.966154, -74.121378)",300.0,
9306,Auberge Du Petit Train du Nord,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)']",3065 Rue Rolland Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(45.940412, -74.119478)",300.0,
9307,Auberge aux Croissants,0.0,Bad,[''],750 chemin Ste-Marguerite ,Canada,Kimberley British Columbia,"(46.2638644, 7.3491378)",300.0,
9308,Auberge Des Sorbiers,0.0,Bad,[''],4120 Rue Rolland ,Canada,Kimberley British Columbia,"(45.4455191, -73.5810623)",300.0,
9309,Auberge Restaurant La Bruyere,0.0,Bad,[''],1406 chemin Pierre Peladeau ,Canada,Kimberley British Columbia,"(45.983301, -74.121131)",300.0,
9310,Au Triangle du Nord Bed & Breakfast,0.0,Bad,[''],1405 rue Deschambault ,Canada,Kimberley British Columbia,"(45.941628, -74.120129)",300.0,
9311,Aux Pins Dores,0.0,Bad,"['Restaurant', 'Non-smoking hotel', 'Family Rooms', 'Non-smoking rooms', 'Hot Tub', 'Public Wifi', 'Kitchenette']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9312,Joes,0.0,Bad,[''],15 Rue Morin ,Canada,Kimberley British Columbia,"(46.648545, 4.736016)",300.0,
9313,La Brise des Vents Bed and Breakfast,0.0,Bad,[''],486 Chemin Pierre Peladeau ,Canada,Kimberley British Columbia,"(45.9538762185223, -74.1328881481252)",300.0,
9314,La Cedraie B&B,0.0,Bad,[''],1386 rue du Skieur ,Canada,Kimberley British Columbia,"(45.9528228087105, -74.1426607875403)",300.0,
9315,Best Western Plus Dartmouth Hotel & Suites,4.5,Excellent,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Pool']",15 Spectacle Lake Dr Dartmouth Nova Scotia,Canada,Kimberley British Columbia,"(44.7002223, -63.5823783654926)",300.0,
9316,Hearthstone Inn Boutique Hotel Halifax-Dartmouth,4.0,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Banquet Room', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Multilingual Staff', 'Breakfast Available', 'Free parking', 'Dry Cleaning', 'Non-smoking rooms', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Public Wifi']",313 Prince Albert Rd Dartmouth Nova Scotia,Canada,Kimberley British Columbia,"(44.67889115, -63.5496866787069)",114.0,
9317,Doubletree by Hilton Halifax Dartmouth,4.0,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Accessible rooms', 'Banquet Room', 'Restaurant', 'Air conditioning', 'Refrigerator in room', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Laundry Service', 'Dry Cleaning', 'Outdoor pool', 'Non-smoking rooms', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Pool']",101 Wyse Rd Dartmouth Nova Scotia,Canada,Kimberley British Columbia,"(44.668926, -63.5773467)",300.0,
9318,Delta Hotels by Marriott Dartmouth,4.5,Excellent,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Banquet Room', 'Restaurant', 'Air conditioning', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Breakfast Available', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool', 'Public Wifi']",240 Brownlow Ave Dartmouth Nova Scotia,Canada,Kimberley British Columbia,"(44.69423565, -63.5789717873266)",300.0,
9319,Travelodge Suites Halifax Dartmouth,4.0,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Self-Serve Laundry', 'Laundry Service', 'Air conditioning', 'Wheelchair Access', 'Business Centre with Internet Access', 'Dry Cleaning', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Multilingual Staff', 'Microwave', 'Free parking', 'Breakfast included']",101 Yorkshire Ave Exten Dartmouth Nova Scotia,Canada,Kimberley British Columbia,"(45.1960403, -63.1653789)",300.0,
9320,Coastal Inn Dartmouth,3.5,Very good,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Kitchenette']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9321,Lake City Motel,3.0,Average,"['Non-smoking hotel', 'Air conditioning', 'Laundry Service', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Non-smoking rooms', 'Microwave', 'Free parking', 'Public Wifi', 'Concierge']",40 Lakecrest Dr Dartmouth Nova Scotia,Canada,Kimberley British Columbia,"(44.6824258, -63.5408972)",300.0,
9322,RTMA Supreme B&B,2.0,Poor,"['Non-smoking hotel', 'Air conditioning', 'Laundry Service', 'Dry Cleaning', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Non-smoking rooms', 'Room service', 'Children Activities (Kid / Family Friendly)', 'Suites', 'Airport transportation', 'Breakfast Available', 'Shuttle Bus Service', 'Free parking', 'Breakfast included']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9323,Comfort Inn - Dartmouth,4.0,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Self-Serve Laundry', 'Laundry Service', 'Business Centre with Internet Access', 'Dry Cleaning', 'Microwave', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Multilingual Staff', 'Breakfast Available', 'Golf Course', 'Free parking', 'Breakfast included']",456 Windmill Rd Dartmouth Nova Scotia,Canada,Kimberley British Columbia,"(44.68579215, -63.5981941908122)",124.0,
